property_id,ward_id,ward_name,zone,lat,lng,address,pincode,property_type,area_sqm,detection_type,confidence,ndbi_delta,area_delta,ndvi_drop,osm_status,db_match,baseline_year,comparison_year,detected_at,status,estimated_annual_tax_inr,owner_name,s3_geojson_key
GVMC-074-0033,74,Marikavalasa (Ward 74),Madhurawada,17.790719,83.343606,"D.No 17, Main Road, Marikavalasa, Visakhapatnam - 530009",530009,Residential,271,change_of_use,0.98,1,0.89,0.87,0.78,0.74,2022,2024,2024-01-24T01:00:00Z,already_assessed,10840,"Kavitha Sarma",mock/ward-74/GVMC-074-0033.json
GVMC-074-0034,74,Marikavalasa (Ward 74),Madhurawada,17.796458,83.375433,"D.No 11, Lane, Marikavalasa, Visakhapatnam - 530009",530009,Residential,559,new_build,0.75,0.71,0.73,0.6,0.5,0.52,2022,2024,2024-06-12T04:00:00Z,pending,44720,"Padma Naidu",mock/ward-74/GVMC-074-0034.json
GVMC-074-0035,74,Marikavalasa (Ward 74),Madhurawada,17.80146,83.37688,"D.No 35, Nagar Road, Marikavalasa, Visakhapatnam - 530009",530009,Residential,229,change_of_use,0.52,0.48,0.37,0.37,0.33,0.36,2022,2024,2024-06-14T04:00:00Z,pending,9160,"Suresh Rao",mock/ward-74/GVMC-074-0035.json
GVMC-074-0036,74,Marikavalasa (Ward 74),Madhurawada,17.785568,83.36681,"D.No 40, Beach Road, Marikavalasa, Visakhapatnam - 530009",530009,Residential,779,new_build,0.46,0.42,0.49,0.35,0.4,0.32,2022,2024,2024-08-20T01:00:00Z,pending,62320,"Ravi Sarma",mock/ward-74/GVMC-074-0036.json
GVMC-074-0037,74,Marikavalasa (Ward 74),Madhurawada,17.795474,83.374578,"D.No 4, Market Road, Marikavalasa, Visakhapatnam - 530009",530009,Commercial,146,change_of_use,0.87,0.76,0.78,0.75,0.6,0.51,2022,2024,2024-01-18T01:00:00Z,false_positive,5840,"Ramesh Varma",mock/ward-74/GVMC-074-0037.json
GVMC-074-0038,74,Marikavalasa (Ward 74),Madhurawada,17.793212,83.3561,"D.No 16, Temple Street, Marikavalasa, Visakhapatnam - 530009",530009,Residential,522,new_build,0.74,0.74,0.56,0.57,0.48,0.5,2022,2024,2024-11-28T01:00:00Z,pending,41760,"Swathi Rao",mock/ward-74/GVMC-074-0038.json
GVMC-074-0039,74,Marikavalasa (Ward 74),Madhurawada,17.816538,83.340089,"D.No 23, Nagar Road, Marikavalasa, Visakhapatnam - 530009",530009,Residential,358,new_build,0.54,0.57,0.48,0.51,0.32,0.36,2022,2024,2024-02-22T03:00:00Z,already_assessed,28640,"Anil Prasad",mock/ward-74/GVMC-074-0039.json
GVMC-074-0040,74,Marikavalasa (Ward 74),Madhurawada,17.807472,83.376077,"D.No 40, Nagar Road, Marikavalasa, Visakhapatnam - 530009",530009,Residential,517,new_build,0.95,0.93,0.71,0.76,0.7,0.77,2022,2024,2024-10-11T03:00:00Z,pending,41360,"Sunitha Murthy",mock/ward-74/GVMC-074-0040.json
GVMC-074-0041,74,Marikavalasa (Ward 74),Madhurawada,17.807906,83.354896,"D.No 38-5, Cross Street, Marikavalasa, Visakhapatnam - 530009",530009,Residential,87,new_build,0.75,0.76,0.54,0.62,0.52,0.61,2022,2024,2024-12-21T02:00:00Z,underassessed,6960,"Haritha Reddy",mock/ward-74/GVMC-074-0041.json
GVMC-074-0042,74,Marikavalasa (Ward 74),Madhurawada,17.763628,83.361613,"D.No 39, Temple Street, Marikavalasa, Visakhapatnam - 530009",530009,Residential,352,change_of_use,0.88,0.83,0.84,0.78,0.72,0.67,2022,2024,2024-02-22T05:00:00Z,already_assessed,14080,"Prasad Kumar",mock/ward-74/GVMC-074-0042.json
GVMC-074-0043,74,Marikavalasa (Ward 74),Madhurawada,17.787601,83.352821,"D.No 2, Cross Street, Marikavalasa, Visakhapatnam - 530009",530009,Mixed Use,638,change_of_use,0.94,0.85,0.87,0.83,0.68,0.64,2022,2024,2024-08-14T02:00:00Z,pending,25520,"Mahesh Kumar",mock/ward-74/GVMC-074-0043.json
GVMC-074-0044,74,Marikavalasa (Ward 74),Madhurawada,17.775162,83.301196,"D.No 17-7, Temple Street, Marikavalasa, Visakhapatnam - 530009",530009,Commercial,253,new_build,0.83,0.85,0.75,0.76,0.72,0.66,2022,2024,2024-01-16T02:00:00Z,underassessed,20240,"Haritha Prasad",mock/ward-74/GVMC-074-0044.json
GVMC-074-0045,74,Marikavalasa (Ward 74),Madhurawada,17.77963,83.339958,"D.No 11, Cross Street, Marikavalasa, Visakhapatnam - 530009",530009,Mixed Use,590,change_of_use,0.65,0.61,0.5,0.58,0.42,0.39,2022,2024,2024-12-25T05:00:00Z,verified,23600,"Padma Kumar",mock/ward-74/GVMC-074-0045.json
GVMC-074-0046,74,Marikavalasa (Ward 74),Madhurawada,17.769897,83.324755,"D.No 2-6, Market Road, Marikavalasa, Visakhapatnam - 530009",530009,Residential,156,change_of_use,0.43,0.38,0.35,0.36,0.29,0.28,2022,2024,2024-06-10T04:00:00Z,underassessed,6240,"Sowjanya Chowdary",mock/ward-74/GVMC-074-0046.json
GVMC-074-0047,74,Marikavalasa (Ward 74),Madhurawada,17.803251,83.377508,"D.No 28-6, Main Road, Marikavalasa, Visakhapatnam - 530009",530009,Commercial,566,new_build,0.86,0.87,0.78,0.74,0.54,0.72,2022,2024,2024-04-01T01:00:00Z,underassessed,45280,"Venkata Varma",mock/ward-74/GVMC-074-0047.json
GVMC-074-0048,74,Marikavalasa (Ward 74),Madhurawada,17.799808,83.32273,"D.No 18-3, Temple Street, Marikavalasa, Visakhapatnam - 530009",530009,Commercial,112,change_of_use,0.58,0.55,0.43,0.58,0.34,0.31,2022,2024,2024-08-02T03:00:00Z,pending,4480,"Swathi Devi",mock/ward-74/GVMC-074-0048.json
GVMC-074-0049,74,Marikavalasa (Ward 74),Madhurawada,17.804224,83.319134,"D.No 16-3, Ring Road Extension, Marikavalasa, Visakhapatnam - 530009",530009,Commercial,123,change_of_use,0.85,0.78,0.76,0.69,0.65,0.52,2022,2024,2024-08-16T02:00:00Z,already_assessed,4920,"Sowjanya Kumar",mock/ward-74/GVMC-074-0049.json
GVMC-074-0050,74,Marikavalasa (Ward 74),Madhurawada,17.767708,83.315074,"D.No 29, Nagar Road, Marikavalasa, Visakhapatnam - 530009",530009,Residential,406,change_of_use,0.73,0.67,0.7,0.64,0.51,0.51,2022,2024,2024-01-04T05:00:00Z,underassessed,16240,"Swathi Devi",mock/ward-74/GVMC-074-0050.json
GVMC-075-0001,75,Dwaraka Nagar (Ward 75),Asilmetta,17.74368,83.296546,"D.No 20, Colony Road, Dwaraka Nagar, Visakhapatnam - 530014",530014,Commercial,210,change_of_use,0.69,0.59,0.52,0.58,0.44,0.49,2022,2024,2024-03-25T01:00:00Z,false_positive,8400,"Venkata Rao",mock/ward-75/GVMC-075-0001.json
GVMC-075-0002,75,Dwaraka Nagar (Ward 75),Asilmetta,17.71425,83.329259,"D.No 45-1, Cross Street, Dwaraka Nagar, Visakhapatnam - 530014",530014,Residential,102,new_build,0.7,0.67,0.6,0.65,0.54,0.55,2022,2024,2024-05-19T02:00:00Z,verified,8160,"Haritha Chowdary",mock/ward-75/GVMC-075-0002.json
GVMC-075-0003,75,Dwaraka Nagar (Ward 75),Asilmetta,17.733455,83.310377,"D.No 26, Colony Road, Dwaraka Nagar, Visakhapatnam - 530014",530014,Residential,596,change_of_use,0.97,0.98,0.82,0.81,0.71,0.61,2022,2024,2024-06-13T05:00:00Z,verified,23840,"Suresh Prasad",mock/ward-75/GVMC-075-0003.json
GVMC-075-0004,75,Dwaraka Nagar (Ward 75),Asilmetta,17.700784,83.291934,"D.No 34, Ring Road Extension, Dwaraka Nagar, Visakhapatnam - 530014",530014,Commercial,593,change_of_use,0.72,0.64,0.52,0.71,0.65,0.55,2022,2024,2024-10-07T02:00:00Z,pending,23720,"Naveen Patnaik",mock/ward-75/GVMC-075-0004.json
GVMC-075-0005,75,Dwaraka Nagar (Ward 75),Asilmetta,17.735057,83.313884,"D.No 4-5, Lane, Dwaraka Nagar, Visakhapatnam - 530014",530014,Residential,321,change_of_use,0.45,0.43,0.39,0.43,0.26,0.34,2022,2024,2024-08-19T03:00:00Z,false_positive,12840,"Naveen Naidu",mock/ward-75/GVMC-075-0005.json
GVMC-075-0006,75,Dwaraka Nagar (Ward 75),Asilmetta,17.744106,83.325245,"D.No 1-6, Market Road, Dwaraka Nagar, Visakhapatnam - 530014",530014,Mixed Use,584,new_build,0.54,0.54,0.5,0.53,0.32,0.29,2022,2024,2024-11-06T02:00:00Z,false_positive,46720,"Suresh Devi",mock/ward-75/GVMC-075-0006.json
GVMC-075-0007,75,Dwaraka Nagar (Ward 75),Asilmetta,17.739199,83.311323,"D.No 3, Cross Street, Dwaraka Nagar, Visakhapatnam - 530014",530014,Residential,498,change_of_use,0.44,0.46,0.37,0.47,0.25,0.41,2022,2024,2024-06-11T03:00:00Z,pending,19920,"Divya Prasad",mock/ward-75/GVMC-075-0007.json
GVMC-075-0008,75,Dwaraka Nagar (Ward 75),Asilmetta,17.702049,83.29299,"D.No 19, Beach Road, Dwaraka Nagar, Visakhapatnam - 530014",530014,Residential,616,new_build,0.44,0.34,0.41,0.35,0.33,0.37,2022,2024,2024-07-05T03:00:00Z,pending,49280,"Anil Rao",mock/ward-75/GVMC-075-0008.json
GVMC-075-0009,75,Dwaraka Nagar (Ward 75),Asilmetta,17.731051,83.326926,"D.No 9, Ring Road Extension, Dwaraka Nagar, Visakhapatnam - 530014",530014,Residential,810,new_build,0.52,0.54,0.35,0.47,0.41,0.31,2022,2024,2024-02-21T04:00:00Z,pending,64800,"Swathi Patnaik",mock/ward-75/GVMC-075-0009.json
GVMC-075-0010,75,Dwaraka Nagar (Ward 75),Asilmetta,17.709909,83.303094,"D.No 25, Market Road, Dwaraka Nagar, Visakhapatnam - 530014",530014,Residential,266,new_build,0.47,0.47,0.47,0.43,0.45,0.23,2022,2024,2024-06-15T04:00:00Z,underassessed,21280,"Swathi Naidu",mock/ward-75/GVMC-075-0010.json
GVMC-075-0011,75,Dwaraka Nagar (Ward 75),Asilmetta,17.703922,83.315789,"D.No 23, Nagar Road, Dwaraka Nagar, Visakhapatnam - 530014",530014,Residential,323,change_of_use,0.87,0.86,0.84,0.75,0.63,0.54,2022,2024,2024-05-23T02:00:00Z,pending,12920,"Prasad Rao",mock/ward-75/GVMC-075-0011.json
GVMC-075-0012,75,Dwaraka Nagar (Ward 75),Asilmetta,17.715843,83.300144,"D.No 36, Lane, Dwaraka Nagar, Visakhapatnam - 530014",530014,Industrial,680,new_build,0.55,0.53,0.47,0.49,0.45,0.49,2022,2024,2024-10-03T01:00:00Z,pending,54400,"Anil Prasad",mock/ward-75/GVMC-075-0012.json
GVMC-075-0013,75,Dwaraka Nagar (Ward 75),Asilmetta,17.734704,83.299462,"D.No 23, Temple Street, Dwaraka Nagar, Visakhapatnam - 530014",530014,Residential,384,change_of_use,0.63,0.65,0.57,0.52,0.42,0.51,2022,2024,2024-11-12T01:00:00Z,pending,15360,"Sowjanya Prasad",mock/ward-75/GVMC-075-0013.json
GVMC-075-0014,75,Dwaraka Nagar (Ward 75),Asilmetta,17.708852,83.306924,"D.No 11, Nagar Road, Dwaraka Nagar, Visakhapatnam - 530014",530014,Commercial,550,new_build,0.86,0.8,0.71,0.83,0.69,0.53,2022,2024,2024-03-19T02:00:00Z,pending,44000,"Venkata Patnaik",mock/ward-75/GVMC-075-0014.json
GVMC-075-0015,75,Dwaraka Nagar (Ward 75),Asilmetta,17.714765,83.299519,"D.No 28, Temple Street, Dwaraka Nagar, Visakhapatnam - 530014",530014,Commercial,239,new_build,0.53,0.58,0.39,0.4,0.37,0.28,2022,2024,2024-11-03T01:00:00Z,already_assessed,19120,"Krishna Sarma",mock/ward-75/GVMC-075-0015.json
GVMC-075-0016,75,Dwaraka Nagar (Ward 75),Asilmetta,17.733128,83.30742,"D.No 6, Nagar Road, Dwaraka Nagar, Visakhapatnam - 530014",530014,Residential,205,new_build,0.95,0.93,0.81,0.83,0.69,0.69,2022,2024,2024-12-09T04:00:00Z,underassessed,16400,"Prasad Varma",mock/ward-75/GVMC-075-0016.json
GVMC-075-0017,75,Dwaraka Nagar (Ward 75),Asilmetta,17.730486,83.298222,"D.No 32, Cross Street, Dwaraka Nagar, Visakhapatnam - 530014",530014,Mixed Use,511,change_of_use,0.67,0.64,0.49,0.57,0.48,0.56,2022,2024,2024-05-17T02:00:00Z,underassessed,20440,"Prasad Varma",mock/ward-75/GVMC-075-0017.json
GVMC-075-0018,75,Dwaraka Nagar (Ward 75),Asilmetta,17.704882,83.313495,"D.No 32, Main Road, Dwaraka Nagar, Visakhapatnam - 530014",530014,Industrial,369,new_build,0.95,0.91,0.77,0.78,0.69,0.57,2022,2024,2024-02-03T03:00:00Z,pending,29520,"Venkata Devi",mock/ward-75/GVMC-075-0018.json
GVMC-075-0019,75,Dwaraka Nagar (Ward 75),Asilmetta,17.717809,83.293221,"D.No 26, Colony Road, Dwaraka Nagar, Visakhapatnam - 530014",530014,Residential,174,change_of_use,0.9,0.83,0.72,0.83,0.76,0.6,2022,2024,2024-09-19T05:00:00Z,pending,6960,"Padma Raju",mock/ward-75/GVMC-075-0019.json
GVMC-075-0020,75,Dwaraka Nagar (Ward 75),Asilmetta,17.705314,83.310294,"D.No 31, Lane, Dwaraka Nagar, Visakhapatnam - 530014",530014,Residential,699,new_build,0.83,0.87,0.68,0.69,0.72,0.68,2022,2024,2024-04-28T02:00:00Z,false_positive,55920,"Prasad Varma",mock/ward-75/GVMC-075-0020.json
GVMC-075-0021,75,Dwaraka Nagar (Ward 75),Asilmetta,17.739374,83.303,"D.No 12-7, Beach Road, Dwaraka Nagar, Visakhapatnam - 530014",530014,Mixed Use,706,new_build,0.68,0.59,0.5,0.65,0.49,0.51,2022,2024,2024-07-06T01:00:00Z,pending,56480,"Swathi Prasad",mock/ward-75/GVMC-075-0021.json
GVMC-075-0022,75,Dwaraka Nagar (Ward 75),Asilmetta,17.725777,83.301296,"D.No 43, Lane, Dwaraka Nagar, Visakhapatnam - 530014",530014,Residential,613,change_of_use,0.96,0.83,0.91,0.77,0.78,0.56,2022,2024,2024-07-12T03:00:00Z,verified,24520,"Anitha Chowdary",mock/ward-75/GVMC-075-0022.json
GVMC-075-0023,75,Dwaraka Nagar (Ward 75),Asilmetta,17.717976,83.303801,"D.No 19, Beach Road, Dwaraka Nagar, Visakhapatnam - 530014",530014,Residential,666,new_build,0.56,0.55,0.47,0.51,0.5,0.37,2022,2024,2024-12-17T04:00:00Z,verified,53280,"Krishna Devi",mock/ward-75/GVMC-075-0023.json
GVMC-075-0024,75,Dwaraka Nagar (Ward 75),Asilmetta,17.736277,83.290114,"D.No 41, Nagar Road, Dwaraka Nagar, Visakhapatnam - 530014",530014,Residential,698,new_build,0.76,0.74,0.72,0.72,0.59,0.63,2022,2024,2024-06-17T02:00:00Z,underassessed,55840,"Venkata Raju",mock/ward-75/GVMC-075-0024.json
GVMC-075-0025,75,Dwaraka Nagar (Ward 75),Asilmetta,17.710113,83.316281,"D.No 9-8, Beach Road, Dwaraka Nagar, Visakhapatnam - 530014",530014,Commercial,709,new_build,0.9,0.87,0.83,0.78,0.59,0.52,2022,2024,2024-01-15T01:00:00Z,pending,56720,"Padma Devi",mock/ward-75/GVMC-075-0025.json
GVMC-075-0026,75,Dwaraka Nagar (Ward 75),Asilmetta,17.728767,83.313755,"D.No 18-1, Lane, Dwaraka Nagar, Visakhapatnam - 530014",530014,Residential,460,new_build,0.76,0.71,0.68,0.65,0.5,0.48,2022,2024,2024-08-03T03:00:00Z,false_positive,36800,"Padma Raju",mock/ward-75/GVMC-075-0026.json
GVMC-075-0027,75,Dwaraka Nagar (Ward 75),Asilmetta,17.731157,83.295923,"D.No 9-7, Market Road, Dwaraka Nagar, Visakhapatnam - 530014",530014,Industrial,516,new_build,0.7,0.67,0.66,0.62,0.47,0.46,2022,2024,2024-09-01T01:00:00Z,pending,41280,"Naveen Rao",mock/ward-75/GVMC-075-0027.json
GVMC-075-0028,75,Dwaraka Nagar (Ward 75),Asilmetta,17.732377,83.296314,"D.No 11, Lane, Dwaraka Nagar, Visakhapatnam - 530014",530014,Residential,322,new_build,0.64,0.61,0.51,0.55,0.5,0.56,2022,2024,2024-01-21T05:00:00Z,pending,25760,"Lakshmi Murthy",mock/ward-75/GVMC-075-0028.json
GVMC-075-0029,75,Dwaraka Nagar (Ward 75),Asilmetta,17.73373,83.305758,"D.No 17-3, Market Road, Dwaraka Nagar, Visakhapatnam - 530014",530014,Commercial,510,change_of_use,0.9,0.85,0.7,0.78,0.73,0.53,2022,2024,2024-12-12T01:00:00Z,pending,20400,"Kavitha Naidu",mock/ward-75/GVMC-075-0029.json
GVMC-075-0030,75,Dwaraka Nagar (Ward 75),Asilmetta,17.70546,83.308626,"D.No 10, Main Road, Dwaraka Nagar, Visakhapatnam - 530014",530014,Vacant Land,926,new_build,0.84,0.83,0.67,0.75,0.67,0.48,2022,2024,2024-09-07T04:00:00Z,pending,74080,"Sowjanya Prasad",mock/ward-75/GVMC-075-0030.json
GVMC-075-0031,75,Dwaraka Nagar (Ward 75),Asilmetta,17.716786,83.291461,"D.No 11, Ring Road Extension, Dwaraka Nagar, Visakhapatnam - 530014",530014,Residential,401,new_build,0.54,0.53,0.38,0.45,0.31,0.33,2022,2024,2024-02-26T03:00:00Z,pending,32080,"Venkata Devi",mock/ward-75/GVMC-075-0031.json
GVMC-075-0032,75,Dwaraka Nagar (Ward 75),Asilmetta,17.743916,83.323527,"D.No 44-7, Colony Road, Dwaraka Nagar, Visakhapatnam - 530014",530014,Commercial,835,new_build,0.95,0.84,0.81,0.8,0.75,0.77,2022,2024,2024-10-27T05:00:00Z,pending,66800,"Ramesh Rao",mock/ward-75/GVMC-075-0032.json
GVMC-075-0033,75,Dwaraka Nagar (Ward 75),Asilmetta,17.70045,83.321664,"D.No 9-2, Market Road, Dwaraka Nagar, Visakhapatnam - 530014",530014,Commercial,484,change_of_use,0.52,0.47,0.46,0.39,0.29,0.3,2022,2024,2024-09-13T03:00:00Z,verified,19360,"Venkata Varma",mock/ward-75/GVMC-075-0033.json
GVMC-075-0034,75,Dwaraka Nagar (Ward 75),Asilmetta,17.703992,83.329624,"D.No 45-2, Main Road, Dwaraka Nagar, Visakhapatnam - 530014",530014,Commercial,422,new_build,0.51,0.43,0.48,0.39,0.45,0.27,2022,2024,2024-09-27T02:00:00Z,underassessed,33760,"Padma Rao",mock/ward-75/GVMC-075-0034.json
GVMC-075-0035,75,Dwaraka Nagar (Ward 75),Asilmetta,17.726849,83.292877,"D.No 14, Ring Road Extension, Dwaraka Nagar, Visakhapatnam - 530014",530014,Residential,563,new_build,0.51,0.43,0.34,0.5,0.42,0.36,2022,2024,2024-01-10T05:00:00Z,pending,45040,"Anitha Rao",mock/ward-75/GVMC-075-0035.json
GVMC-075-0036,75,Dwaraka Nagar (Ward 75),Asilmetta,17.728001,83.303367,"D.No 40, Ring Road Extension, Dwaraka Nagar, Visakhapatnam - 530014",530014,Residential,299,new_build,0.7,0.63,0.56,0.57,0.61,0.55,2022,2024,2024-01-16T01:00:00Z,false_positive,23920,"Rajesh Murthy",mock/ward-75/GVMC-075-0036.json
GVMC-075-0037,75,Dwaraka Nagar (Ward 75),Asilmetta,17.731486,83.303724,"D.No 33, Beach Road, Dwaraka Nagar, Visakhapatnam - 530014",530014,Residential,500,new_build,0.81,0.81,0.73,0.7,0.6,0.65,2022,2024,2024-02-24T05:00:00Z,pending,40000,"Venkata Prasad",mock/ward-75/GVMC-075-0037.json
GVMC-075-0038,75,Dwaraka Nagar (Ward 75),Asilmetta,17.710366,83.316293,"D.No 31, Cross Street, Dwaraka Nagar, Visakhapatnam - 530014",530014,Residential,380,new_build,0.93,0.89,0.7,0.86,0.76,0.67,2022,2024,2024-08-19T02:00:00Z,pending,30400,"Sowjanya Reddy",mock/ward-75/GVMC-075-0038.json
GVMC-076-0001,76,Poorna Market (Ward 76),Suryabagh,17.707644,83.288138,"D.No 12, Ring Road Extension, Poorna Market, Visakhapatnam - 530022",530022,Residential,306,new_build,0.74,0.63,0.67,0.57,0.46,0.62,2022,2024,2024-08-03T01:00:00Z,pending,24480,"Anitha Varma",mock/ward-76/GVMC-076-0001.json
GVMC-076-0002,76,Poorna Market (Ward 76),Suryabagh,17.688737,83.292551,"D.No 9, Ring Road Extension, Poorna Market, Visakhapatnam - 530022",530022,Commercial,486,change_of_use,0.46,0.51,0.37,0.35,0.3,0.26,2022,2024,2024-04-19T02:00:00Z,pending,19440,"Krishna Prasad",mock/ward-76/GVMC-076-0002.json
GVMC-076-0003,76,Poorna Market (Ward 76),Suryabagh,17.690484,83.290739,"D.No 44-8, Ring Road Extension, Poorna Market, Visakhapatnam - 530022",530022,Commercial,636,new_build,0.49,0.44,0.42,0.37,0.36,0.35,2022,2024,2024-09-09T04:00:00Z,false_positive,50880,"Divya Sarma",mock/ward-76/GVMC-076-0003.json
GVMC-076-0004,76,Poorna Market (Ward 76),Suryabagh,17.691587,83.290682,"D.No 25, Cross Street, Poorna Market, Visakhapatnam - 530022",530022,Residential,140,new_build,0.76,0.66,0.59,0.7,0.47,0.59,2022,2024,2024-12-17T01:00:00Z,already_assessed,11200,"Suresh Reddy",mock/ward-76/GVMC-076-0004.json
GVMC-076-0005,76,Poorna Market (Ward 76),Suryabagh,17.696684,83.283484,"D.No 41-7, Temple Street, Poorna Market, Visakhapatnam - 530022",530022,Residential,168,new_build,0.59,0.53,0.44,0.46,0.37,0.47,2022,2024,2024-12-20T01:00:00Z,pending,13440,"Sunitha Murthy",mock/ward-76/GVMC-076-0005.json
GVMC-076-0006,76,Poorna Market (Ward 76),Suryabagh,17.699432,83.283027,"D.No 23-2, Market Road, Poorna Market, Visakhapatnam - 530022",530022,Commercial,431,new_build,0.54,0.57,0.41,0.55,0.42,0.37,2022,2024,2024-03-28T04:00:00Z,pending,34480,"Padma Kumar",mock/ward-76/GVMC-076-0006.json
GVMC-076-0007,76,Poorna Market (Ward 76),Suryabagh,17.68704,83.289856,"D.No 42-1, Cross Street, Poorna Market, Visakhapatnam - 530022",530022,Residential,265,new_build,0.94,0.94,0.89,0.84,0.64,0.59,2022,2024,2024-03-27T04:00:00Z,pending,21200,"Venkata Sarma",mock/ward-76/GVMC-076-0007.json
GVMC-076-0008,76,Poorna Market (Ward 76),Suryabagh,17.714849,83.284903,"D.No 8-9, Colony Road, Poorna Market, Visakhapatnam - 530022",530022,Industrial,924,new_build,0.86,0.84,0.69,0.79,0.66,0.6,2022,2024,2024-11-23T02:00:00Z,pending,73920,"Suresh Raju",mock/ward-76/GVMC-076-0008.json
GVMC-076-0009,76,Poorna Market (Ward 76),Suryabagh,17.71038,83.30207,"D.No 17-6, Ring Road Extension, Poorna Market, Visakhapatnam - 530022",530022,Residential,426,new_build,0.51,0.55,0.44,0.49,0.47,0.35,2022,2024,2024-06-16T04:00:00Z,pending,34080,"Venkata Chowdary",mock/ward-76/GVMC-076-0009.json
GVMC-076-0010,76,Poorna Market (Ward 76),Suryabagh,17.704994,83.299935,"D.No 12, Temple Street, Poorna Market, Visakhapatnam - 530022",530022,Commercial,425,change_of_use,0.62,0.67,0.62,0.5,0.44,0.32,2022,2024,2024-12-27T05:00:00Z,false_positive,17000,"Ravi Chowdary",mock/ward-76/GVMC-076-0010.json
GVMC-076-0011,76,Poorna Market (Ward 76),Suryabagh,17.714094,83.286967,"D.No 34-6, Ring Road Extension, Poorna Market, Visakhapatnam - 530022",530022,Residential,407,new_build,0.51,0.56,0.53,0.47,0.35,0.3,2022,2024,2024-12-21T03:00:00Z,pending,32560,"Naveen Naidu",mock/ward-76/GVMC-076-0011.json
GVMC-076-0012,76,Poorna Market (Ward 76),Suryabagh,17.702206,83.285506,"D.No 15, Nagar Road, Poorna Market, Visakhapatnam - 530022",530022,Residential,812,new_build,0.76,0.76,0.74,0.68,0.58,0.58,2022,2024,2024-11-10T01:00:00Z,underassessed,64960,"Mahesh Reddy",mock/ward-76/GVMC-076-0012.json
GVMC-076-0013,76,Poorna Market (Ward 76),Suryabagh,17.687466,83.289783,"D.No 45-7, Lane, Poorna Market, Visakhapatnam - 530022",530022,Residential,827,new_build,0.81,0.74,0.68,0.64,0.63,0.67,2022,2024,2024-01-19T05:00:00Z,pending,66160,"Sowjanya Devi",mock/ward-76/GVMC-076-0013.json
GVMC-076-0014,76,Poorna Market (Ward 76),Suryabagh,17.711046,83.29714,"D.No 27, Main Road, Poorna Market, Visakhapatnam - 530022",530022,Residential,171,change_of_use,0.69,0.69,0.61,0.58,0.48,0.49,2022,2024,2024-09-03T04:00:00Z,pending,6840,"Rajesh Prasad",mock/ward-76/GVMC-076-0014.json
GVMC-076-0015,76,Poorna Market (Ward 76),Suryabagh,17.710907,83.299227,"D.No 21, Cross Street, Poorna Market, Visakhapatnam - 530022",530022,Residential,682,new_build,0.78,0.67,0.61,0.73,0.51,0.54,2022,2024,2024-05-27T02:00:00Z,pending,54560,"Haritha Reddy",mock/ward-76/GVMC-076-0015.json
GVMC-076-0016,76,Poorna Market (Ward 76),Suryabagh,17.70817,83.291698,"D.No 21, Nagar Road, Poorna Market, Visakhapatnam - 530022",530022,Mixed Use,387,new_build,0.68,0.67,0.59,0.56,0.57,0.37,2022,2024,2024-06-28T03:00:00Z,pending,30960,"Padma Chowdary",mock/ward-76/GVMC-076-0016.json
GVMC-076-0017,76,Poorna Market (Ward 76),Suryabagh,17.688309,83.290628,"D.No 7, Temple Street, Poorna Market, Visakhapatnam - 530022",530022,Residential,469,change_of_use,0.42,0.39,0.28,0.43,0.39,0.41,2022,2024,2024-07-03T03:00:00Z,false_positive,18760,"Anil Devi",mock/ward-76/GVMC-076-0017.json
GVMC-076-0018,76,Poorna Market (Ward 76),Suryabagh,17.695334,83.285476,"D.No 15, Ring Road Extension, Poorna Market, Visakhapatnam - 530022",530022,Residential,568,new_build,0.68,0.62,0.63,0.66,0.61,0.51,2022,2024,2024-05-08T03:00:00Z,verified,45440,"Rajesh Devi",mock/ward-76/GVMC-076-0018.json
GVMC-076-0019,76,Poorna Market (Ward 76),Suryabagh,17.714664,83.286146,"D.No 36, Beach Road, Poorna Market, Visakhapatnam - 530022",530022,Commercial,419,new_build,0.9,0.93,0.82,0.76,0.77,0.72,2022,2024,2024-02-13T03:00:00Z,pending,33520,"Anil Rao",mock/ward-76/GVMC-076-0019.json
GVMC-076-0020,76,Poorna Market (Ward 76),Suryabagh,17.695231,83.294178,"D.No 15, Cross Street, Poorna Market, Visakhapatnam - 530022",530022,Residential,938,new_build,0.79,0.71,0.59,0.68,0.7,0.52,2022,2024,2024-12-05T02:00:00Z,pending,75040,"Swathi Murthy",mock/ward-76/GVMC-076-0020.json
GVMC-076-0021,76,Poorna Market (Ward 76),Suryabagh,17.699116,83.289222,"D.No 43, Main Road, Poorna Market, Visakhapatnam - 530022",530022,Residential,892,new_build,0.64,0.61,0.5,0.51,0.53,0.37,2022,2024,2024-04-15T05:00:00Z,pending,71360,"Naveen Murthy",mock/ward-76/GVMC-076-0021.json
GVMC-076-0022,76,Poorna Market (Ward 76),Suryabagh,17.707185,83.29587,"D.No 29, Market Road, Poorna Market, Visakhapatnam - 530022",530022,Residential,183,change_of_use,0.87,0.76,0.79,0.74,0.56,0.59,2022,2024,2024-11-05T05:00:00Z,pending,7320,"Krishna Varma",mock/ward-76/GVMC-076-0022.json
